### OUTPUT ###
ID#1 : time : 27462, Operation : delete, fitness : 0.64
ID#497 : time : 9, Operation : delete, fitness : -1.0
ID#498 : time : 9, Operation : delete, fitness : -1.0
ID#499 : time : 41, Operation : insert_before, fitness : -1.0
ID#500 : time : 357, Operation : delete, fitness : 0.88
ID#501 : time : 231, Operation : delete, fitness : -1.0
ID#502 : time : 225, Operation : delete, fitness : -1.0
ID#503 : time : 7, Operation : delete, fitness : -1.0
ID#504 : time : 43, Operation : insert_after, fitness : -1.0
ID#505 : time : 246, Operation : insert_before, fitness : -1.0
ID#506 : time : 289, Operation : replace, fitness : 0.0
ID#507 : time : 179, Operation : replace, fitness : 0.92
ID#508 : time : 197, Operation : insert_before, fitness : -1.0
ID#509 : time : 74, Operation : insert_after, fitness : -1.0
ID#510 : time : 241, Operation : replace, fitness : -1.0
ID#511 : time : 388, Operation : random-crossover, fitness : 0.92
ID#512 : time : 380, Operation : random-crossover, fitness : -1.0
ID#513 : time : 198, Operation : random-crossover, fitness : -1.0
ID#514 : time : 384, Operation : random-crossover, fitness : -1.0
ID#515 : time : 381, Operation : random-crossover, fitness : -1.0
ID#516 : time : 378, Operation : random-crossover, fitness : -1.0
ID#517 : time : 382, Operation : random-crossover, fitness : 0.92
ID#518 : time : 380, Operation : random-crossover, fitness : -1.0
ID#519 : time : 383, Operation : random-crossover, fitness : -1.0
ID#520 : time : 378, Operation : random-crossover, fitness : -1.0
ID#521 : time : 384, Operation : random-crossover, fitness : 0.92
ID#522 : time : 383, Operation : random-crossover, fitness : -1.0
ID#523 : time : 378, Operation : random-crossover, fitness : 0.88
ID#524 : time : 190, Operation : random-crossover, fitness : -1.0
ID#525 : time : 387, Operation : random-crossover, fitness : 0.92
ID#526 : time : 188, Operation : random-crossover, fitness : -1.0
ID#527 : time : 189, Operation : random-crossover, fitness : -1.0
ID#528 : time : 194, Operation : random-crossover, fitness : 0.88
ID#529 : time : 386, Operation : random-crossover, fitness : 0.88
ID#530 : time : 197, Operation : random-crossover, fitness : 0.88
ID#531 : time : 391, Operation : random-crossover, fitness : 0.92
ID#532 : time : 384, Operation : random-crossover, fitness : -1.0
ID#533 : time : 191, Operation : random-crossover, fitness : -1.0
ID#534 : time : 194, Operation : random-crossover, fitness : -1.0
ID#535 : time : 195, Operation : random-crossover, fitness : -1.0
ID#536 : time : 383, Operation : random-crossover, fitness : 0.92
ID#537 : time : 380, Operation : random-crossover, fitness : -1.0
ID#538 : time : 386, Operation : random-crossover, fitness : -1.0
ID#539 : time : 386, Operation : random-crossover, fitness : -1.0
ID#540 : time : 386, Operation : random-crossover, fitness : -1.0
ID#541 : time : 494, Operation : insert_before, fitness : -1.0
ID#542 : time : 480, Operation : delete, fitness : -1.0
ID#543 : time : 49, Operation : replace, fitness : -1.0
ID#544 : time : 576, Operation : delete, fitness : 0.8
ID#545 : time : 497, Operation : insert_before, fitness : -1.0
ID#546 : time : 49, Operation : insert_before, fitness : -1.0
ID#547 : time : 45, Operation : insert_after, fitness : -1.0
ID#548 : time : 43, Operation : insert_before, fitness : -1.0
ID#549 : time : 238, Operation : replace, fitness : -1.0
ID#550 : time : 444, Operation : replace, fitness : -1.0
ID#551 : time : 384, Operation : delete, fitness : 0.92
ID#552 : time : 51, Operation : replace, fitness : -1.0
ID#553 : time : 476, Operation : insert_before, fitness : -1.0
ID#554 : time : 232, Operation : insert_after, fitness : -1.0
ID#555 : time : 438, Operation : replace, fitness : -1.0
ID#556 : time : 481, Operation : insert_after, fitness : -1.0
ID#557 : time : 454, Operation : insert_after, fitness : -1.0
ID#558 : time : 379, Operation : delete, fitness : 0.88
ID#559 : time : 498, Operation : delete, fitness : -1.0
ID#560 : time : 483, Operation : insert_before, fitness : -1.0
ID#561 : time : 400, Operation : insert_before, fitness : -1.0
ID#562 : time : 441, Operation : replace, fitness : -1.0
ID#563 : time : 189, Operation : insert_after, fitness : -1.0
ID#564 : time : 482, Operation : replace, fitness : -1.0
ID#565 : time : 446, Operation : delete, fitness : -1.0
ID#566 : time : 239, Operation : insert_after, fitness : -1.0
ID#567 : time : 477, Operation : insert_before, fitness : -1.0
ID#568 : time : 435, Operation : insert_before, fitness : -1.0
ID#569 : time : 50, Operation : replace, fitness : -1.0
ID#570 : time : 232, Operation : replace, fitness : -1.0
ID#571 : time : 500, Operation : replace, fitness : -1.0
ID#572 : time : 492, Operation : insert_before, fitness : -1.0
ID#573 : time : 472, Operation : replace, fitness : -1.0
ID#574 : time : 502, Operation : replace, fitness : -1.0
ID#575 : time : 405, Operation : insert_before, fitness : -1.0
ID#576 : time : 49, Operation : insert_before, fitness : -1.0
ID#577 : time : 448, Operation : insert_after, fitness : -1.0
ID#578 : time : 12, Operation : insert_before, fitness : -1.0
ID#579 : time : 459, Operation : replace, fitness : -1.0
ID#580 : time : 450, Operation : replace, fitness : -1.0
ID#581 : time : 9333, Operation : delete, fitness : 0.88
ID#582 : time : 39, Operation : replace, fitness : -1.0
ID#583 : time : 191, Operation : delete, fitness : -1.0
ID#584 : time : 403, Operation : insert_before, fitness : -1.0
ID#585 : time : 459, Operation : delete, fitness : -1.0
ID#586 : time : 10, Operation : delete, fitness : -1.0
ID#587 : time : 21552, Operation : delete, fitness : 0.64
ID#588 : time : 400, Operation : insert_before, fitness : -1.0
ID#589 : time : 410, Operation : delete, fitness : -1.0
ID#590 : time : 42, Operation : insert_after, fitness : -1.0
ID#591 : time : 438, Operation : replace, fitness : -1.0
ID#592 : time : 384, Operation : replace, fitness : 0.92
ID#593 : time : 219, Operation : replace, fitness : -1.0
ID#594 : time : 517, Operation : replace, fitness : 0.68
ID#595 : time : 232, Operation : replace, fitness : -1.0
ID#596 : time : 674, Operation : delete, fitness : 0.88
ID#597 : time : 228, Operation : insert_after, fitness : -1.0
ID#598 : time : 441, Operation : insert_before, fitness : -1.0
ID#599 : time : 10, Operation : delete, fitness : -1.0
ID#600 : time : 437, Operation : replace, fitness : -1.0
ID#601 : time : 12, Operation : delete, fitness : -1.0
ID#602 : time : 11, Operation : delete, fitness : -1.0
ID#603 : time : 41, Operation : replace, fitness : -1.0
ID#604 : time : 18551, Operation : delete, fitness : 0.64
ID#605 : time : 446, Operation : replace, fitness : -1.0
ID#606 : time : 412, Operation : insert_after, fitness : -1.0
ID#607 : time : 190, Operation : delete, fitness : -1.0
ID#608 : time : 34, Operation : insert_after, fitness : -1.0
ID#609 : time : 405, Operation : delete, fitness : -1.0
ID#610 : time : 196, Operation : delete, fitness : -1.0
ID#611 : time : 617, Operation : random-crossover, fitness : 0.96
ID#612 : time : 576, Operation : random-crossover, fitness : 0.92
ID#613 : time : 435, Operation : random-crossover, fitness : -1.0
ID#614 : time : 578, Operation : random-crossover, fitness : 0.84
ID#615 : time : 834, Operation : random-crossover, fitness : 0.88
ID#616 : time : 619, Operation : random-crossover, fitness : 0.92
ID#617 : time : 583, Operation : random-crossover, fitness : 0.92
ID#618 : time : 439, Operation : random-crossover, fitness : 0.92
ID#619 : time : 789, Operation : random-crossover, fitness : 0.76
ID#620 : time : 402, Operation : random-crossover, fitness : -1.0
ID#621 : time : 438, Operation : random-crossover, fitness : -1.0
ID#622 : time : 577, Operation : random-crossover, fitness : -1.0
ID#623 : time : 574, Operation : random-crossover, fitness : -1.0
ID#624 : time : 184, Operation : random-crossover, fitness : 1.0
### Failure Time Ratio ###
FTR:0.0343808882433(14652/426167)
failure variants:0.81891025641(511/624)
### Solution Time Ratio ###
the solution ID : 624
STR:0.0013820873038(589/426167)
