### OUTPUT ###
ID#1 : time : 27423, Operation : delete, fitness : 0.64
ID#497 : time : 8, Operation : delete, fitness : -1.0
ID#498 : time : 9, Operation : delete, fitness : -1.0
ID#499 : time : 43, Operation : insert_before, fitness : -1.0
ID#500 : time : 391, Operation : delete, fitness : 0.88
ID#501 : time : 264, Operation : delete, fitness : -1.0
ID#502 : time : 209, Operation : delete, fitness : -1.0
ID#503 : time : 10, Operation : delete, fitness : -1.0
ID#504 : time : 51, Operation : insert_after, fitness : -1.0
ID#505 : time : 237, Operation : insert_before, fitness : -1.0
ID#506 : time : 363, Operation : replace, fitness : 0.0
ID#507 : time : 177, Operation : replace, fitness : 0.92
ID#508 : time : 232, Operation : insert_before, fitness : -1.0
ID#509 : time : 38, Operation : insert_after, fitness : -1.0
ID#510 : time : 231, Operation : replace, fitness : -1.0
ID#511 : time : 369, Operation : random-crossover, fitness : 0.92
ID#512 : time : 412, Operation : random-crossover, fitness : -1.0
ID#513 : time : 182, Operation : random-crossover, fitness : -1.0
ID#514 : time : 370, Operation : random-crossover, fitness : -1.0
ID#515 : time : 415, Operation : random-crossover, fitness : -1.0
ID#516 : time : 404, Operation : random-crossover, fitness : -1.0
ID#517 : time : 406, Operation : random-crossover, fitness : 0.92
ID#518 : time : 403, Operation : random-crossover, fitness : -1.0
ID#519 : time : 415, Operation : random-crossover, fitness : -1.0
ID#520 : time : 412, Operation : random-crossover, fitness : -1.0
ID#521 : time : 416, Operation : random-crossover, fitness : 0.92
ID#522 : time : 417, Operation : random-crossover, fitness : -1.0
ID#523 : time : 401, Operation : random-crossover, fitness : 0.88
ID#524 : time : 232, Operation : random-crossover, fitness : -1.0
ID#525 : time : 367, Operation : random-crossover, fitness : 0.92
ID#526 : time : 228, Operation : random-crossover, fitness : -1.0
ID#527 : time : 227, Operation : random-crossover, fitness : -1.0
ID#528 : time : 181, Operation : random-crossover, fitness : 0.88
ID#529 : time : 372, Operation : random-crossover, fitness : 0.88
ID#530 : time : 180, Operation : random-crossover, fitness : 0.88
ID#531 : time : 370, Operation : random-crossover, fitness : 0.92
ID#532 : time : 365, Operation : random-crossover, fitness : -1.0
ID#533 : time : 228, Operation : random-crossover, fitness : -1.0
ID#534 : time : 191, Operation : random-crossover, fitness : -1.0
ID#535 : time : 231, Operation : random-crossover, fitness : -1.0
ID#536 : time : 416, Operation : random-crossover, fitness : 0.92
ID#537 : time : 401, Operation : random-crossover, fitness : -1.0
ID#538 : time : 415, Operation : random-crossover, fitness : -1.0
ID#539 : time : 414, Operation : random-crossover, fitness : -1.0
ID#540 : time : 365, Operation : random-crossover, fitness : -1.0
ID#541 : time : 394, Operation : insert_before, fitness : -1.0
ID#542 : time : 382, Operation : delete, fitness : -1.0
ID#543 : time : 41, Operation : replace, fitness : -1.0
ID#544 : time : 553, Operation : delete, fitness : 0.8
ID#545 : time : 388, Operation : insert_before, fitness : -1.0
ID#546 : time : 41, Operation : insert_before, fitness : -1.0
ID#547 : time : 39, Operation : insert_after, fitness : -1.0
ID#548 : time : 36, Operation : insert_before, fitness : -1.0
ID#549 : time : 211, Operation : replace, fitness : -1.0
ID#550 : time : 408, Operation : replace, fitness : -1.0
ID#551 : time : 347, Operation : delete, fitness : 0.92
ID#552 : time : 41, Operation : replace, fitness : -1.0
ID#553 : time : 382, Operation : insert_before, fitness : -1.0
ID#554 : time : 207, Operation : insert_after, fitness : -1.0
ID#555 : time : 407, Operation : replace, fitness : -1.0
ID#556 : time : 384, Operation : insert_after, fitness : -1.0
ID#557 : time : 416, Operation : insert_after, fitness : -1.0
ID#558 : time : 341, Operation : delete, fitness : 0.88
ID#559 : time : 384, Operation : delete, fitness : -1.0
ID#560 : time : 383, Operation : insert_before, fitness : -1.0
ID#561 : time : 381, Operation : insert_before, fitness : -1.0
ID#562 : time : 410, Operation : replace, fitness : -1.0
ID#563 : time : 177, Operation : insert_after, fitness : -1.0
ID#564 : time : 383, Operation : replace, fitness : -1.0
ID#565 : time : 424, Operation : delete, fitness : -1.0
ID#566 : time : 214, Operation : insert_after, fitness : -1.0
ID#567 : time : 383, Operation : insert_before, fitness : -1.0
ID#568 : time : 408, Operation : insert_before, fitness : -1.0
ID#569 : time : 54, Operation : replace, fitness : -1.0
ID#570 : time : 241, Operation : replace, fitness : -1.0
ID#571 : time : 431, Operation : replace, fitness : -1.0
ID#572 : time : 408, Operation : insert_before, fitness : -1.0
ID#573 : time : 407, Operation : replace, fitness : -1.0
ID#574 : time : 388, Operation : replace, fitness : -1.0
ID#575 : time : 385, Operation : insert_before, fitness : -1.0
ID#576 : time : 48, Operation : insert_before, fitness : -1.0
ID#577 : time : 359, Operation : insert_after, fitness : -1.0
ID#578 : time : 9, Operation : insert_before, fitness : -1.0
ID#579 : time : 426, Operation : replace, fitness : -1.0
ID#580 : time : 438, Operation : replace, fitness : -1.0
ID#581 : time : 9285, Operation : delete, fitness : 0.88
ID#582 : time : 170, Operation : replace, fitness : -1.0
ID#583 : time : 181, Operation : delete, fitness : -1.0
ID#584 : time : 379, Operation : insert_before, fitness : -1.0
ID#585 : time : 409, Operation : delete, fitness : -1.0
ID#586 : time : 10, Operation : delete, fitness : -1.0
ID#587 : time : 21460, Operation : delete, fitness : 0.64
ID#588 : time : 379, Operation : insert_before, fitness : -1.0
ID#589 : time : 384, Operation : delete, fitness : -1.0
ID#590 : time : 36, Operation : insert_after, fitness : -1.0
ID#591 : time : 409, Operation : replace, fitness : -1.0
ID#592 : time : 341, Operation : replace, fitness : 0.92
ID#593 : time : 216, Operation : replace, fitness : -1.0
ID#594 : time : 492, Operation : replace, fitness : 0.68
ID#595 : time : 222, Operation : replace, fitness : -1.0
ID#596 : time : 543, Operation : delete, fitness : 0.88
ID#597 : time : 222, Operation : insert_after, fitness : -1.0
ID#598 : time : 355, Operation : insert_before, fitness : -1.0
ID#599 : time : 10, Operation : delete, fitness : -1.0
ID#600 : time : 412, Operation : replace, fitness : -1.0
ID#601 : time : 10, Operation : delete, fitness : -1.0
ID#602 : time : 11, Operation : delete, fitness : -1.0
ID#603 : time : 34, Operation : replace, fitness : -1.0
ID#604 : time : 18465, Operation : delete, fitness : 0.64
ID#605 : time : 408, Operation : replace, fitness : -1.0
ID#606 : time : 381, Operation : insert_after, fitness : -1.0
ID#607 : time : 182, Operation : delete, fitness : -1.0
ID#608 : time : 35, Operation : insert_after, fitness : -1.0
ID#609 : time : 383, Operation : delete, fitness : -1.0
ID#610 : time : 180, Operation : delete, fitness : -1.0
ID#611 : time : 521, Operation : random-crossover, fitness : 0.96
ID#612 : time : 547, Operation : random-crossover, fitness : 0.92
ID#613 : time : 350, Operation : random-crossover, fitness : -1.0
ID#614 : time : 548, Operation : random-crossover, fitness : 0.84
ID#615 : time : 724, Operation : random-crossover, fitness : 0.88
ID#616 : time : 521, Operation : random-crossover, fitness : 0.92
ID#617 : time : 548, Operation : random-crossover, fitness : 0.92
ID#618 : time : 354, Operation : random-crossover, fitness : 0.92
ID#619 : time : 749, Operation : random-crossover, fitness : 0.76
ID#620 : time : 381, Operation : random-crossover, fitness : -1.0
ID#621 : time : 354, Operation : random-crossover, fitness : -1.0
ID#622 : time : 548, Operation : random-crossover, fitness : -1.0
ID#623 : time : 546, Operation : random-crossover, fitness : -1.0
ID#624 : time : 174, Operation : random-crossover, fitness : 1.0
### Failure Time Ratio ###
FTR:0.0321331492936(13642/424546)
failure variants:0.81891025641(511/624)
### Solution Time Ratio ###
the solution ID : 624
STR:0.00137323164039(583/424546)
