### OUTPUT ###
ID#1 : time : 27465, Operation : delete, fitness : 0.64
ID#497 : time : 5, Operation : delete, fitness : -1.0
ID#498 : time : 6, Operation : delete, fitness : -1.0
ID#499 : time : 26, Operation : insert_before, fitness : -1.0
ID#500 : time : 354, Operation : delete, fitness : 0.88
ID#501 : time : 262, Operation : delete, fitness : -1.0
ID#502 : time : 146, Operation : delete, fitness : -1.0
ID#503 : time : 5, Operation : delete, fitness : -1.0
ID#504 : time : 30, Operation : insert_after, fitness : -1.0
ID#505 : time : 157, Operation : insert_before, fitness : -1.0
ID#506 : time : 193, Operation : replace, fitness : 0.0
ID#507 : time : 124, Operation : replace, fitness : 0.92
ID#508 : time : 240, Operation : insert_before, fitness : -1.0
ID#509 : time : 25, Operation : insert_after, fitness : -1.0
ID#510 : time : 153, Operation : replace, fitness : -1.0
ID#511 : time : 248, Operation : random-crossover, fitness : 0.92
ID#512 : time : 360, Operation : random-crossover, fitness : -1.0
ID#513 : time : 123, Operation : random-crossover, fitness : -1.0
ID#514 : time : 245, Operation : random-crossover, fitness : -1.0
ID#515 : time : 357, Operation : random-crossover, fitness : -1.0
ID#516 : time : 355, Operation : random-crossover, fitness : -1.0
ID#517 : time : 357, Operation : random-crossover, fitness : 0.92
ID#518 : time : 356, Operation : random-crossover, fitness : -1.0
ID#519 : time : 362, Operation : random-crossover, fitness : -1.0
ID#520 : time : 360, Operation : random-crossover, fitness : -1.0
ID#521 : time : 362, Operation : random-crossover, fitness : 0.92
ID#522 : time : 363, Operation : random-crossover, fitness : -1.0
ID#523 : time : 355, Operation : random-crossover, fitness : 0.88
ID#524 : time : 239, Operation : random-crossover, fitness : -1.0
ID#525 : time : 246, Operation : random-crossover, fitness : 0.92
ID#526 : time : 237, Operation : random-crossover, fitness : -1.0
ID#527 : time : 237, Operation : random-crossover, fitness : -1.0
ID#528 : time : 122, Operation : random-crossover, fitness : 0.88
ID#529 : time : 248, Operation : random-crossover, fitness : 0.88
ID#530 : time : 123, Operation : random-crossover, fitness : 0.88
ID#531 : time : 248, Operation : random-crossover, fitness : 0.92
ID#532 : time : 246, Operation : random-crossover, fitness : -1.0
ID#533 : time : 237, Operation : random-crossover, fitness : -1.0
ID#534 : time : 125, Operation : random-crossover, fitness : -1.0
ID#535 : time : 239, Operation : random-crossover, fitness : -1.0
ID#536 : time : 362, Operation : random-crossover, fitness : 0.92
ID#537 : time : 355, Operation : random-crossover, fitness : -1.0
ID#538 : time : 363, Operation : random-crossover, fitness : -1.0
ID#539 : time : 362, Operation : random-crossover, fitness : -1.0
ID#540 : time : 244, Operation : random-crossover, fitness : -1.0
ID#541 : time : 279, Operation : insert_before, fitness : -1.0
ID#542 : time : 272, Operation : delete, fitness : -1.0
ID#543 : time : 27, Operation : replace, fitness : -1.0
ID#544 : time : 409, Operation : delete, fitness : 0.8
ID#545 : time : 282, Operation : insert_before, fitness : -1.0
ID#546 : time : 37, Operation : insert_before, fitness : -1.0
ID#547 : time : 31, Operation : insert_after, fitness : -1.0
ID#548 : time : 33, Operation : insert_before, fitness : -1.0
ID#549 : time : 159, Operation : replace, fitness : -1.0
ID#550 : time : 282, Operation : replace, fitness : -1.0
ID#551 : time : 274, Operation : delete, fitness : 0.92
ID#552 : time : 31, Operation : replace, fitness : -1.0
ID#553 : time : 277, Operation : insert_before, fitness : -1.0
ID#554 : time : 153, Operation : insert_after, fitness : -1.0
ID#555 : time : 281, Operation : replace, fitness : -1.0
ID#556 : time : 279, Operation : insert_after, fitness : -1.0
ID#557 : time : 289, Operation : insert_after, fitness : -1.0
ID#558 : time : 286, Operation : delete, fitness : 0.88
ID#559 : time : 260, Operation : delete, fitness : -1.0
ID#560 : time : 280, Operation : insert_before, fitness : -1.0
ID#561 : time : 257, Operation : insert_before, fitness : -1.0
ID#562 : time : 286, Operation : replace, fitness : -1.0
ID#563 : time : 128, Operation : insert_after, fitness : -1.0
ID#564 : time : 280, Operation : replace, fitness : -1.0
ID#565 : time : 285, Operation : delete, fitness : -1.0
ID#566 : time : 157, Operation : insert_after, fitness : -1.0
ID#567 : time : 279, Operation : insert_before, fitness : -1.0
ID#568 : time : 284, Operation : insert_before, fitness : -1.0
ID#569 : time : 31, Operation : replace, fitness : -1.0
ID#570 : time : 154, Operation : replace, fitness : -1.0
ID#571 : time : 282, Operation : replace, fitness : -1.0
ID#572 : time : 278, Operation : insert_before, fitness : -1.0
ID#573 : time : 282, Operation : replace, fitness : -1.0
ID#574 : time : 277, Operation : replace, fitness : -1.0
ID#575 : time : 257, Operation : insert_before, fitness : -1.0
ID#576 : time : 31, Operation : insert_before, fitness : -1.0
ID#577 : time : 252, Operation : insert_after, fitness : -1.0
ID#578 : time : 5, Operation : insert_before, fitness : -1.0
ID#579 : time : 284, Operation : replace, fitness : -1.0
ID#580 : time : 288, Operation : replace, fitness : -1.0
ID#581 : time : 9235, Operation : delete, fitness : 0.88
ID#582 : time : 33, Operation : replace, fitness : -1.0
ID#583 : time : 129, Operation : delete, fitness : -1.0
ID#584 : time : 256, Operation : insert_before, fitness : -1.0
ID#585 : time : 282, Operation : delete, fitness : -1.0
ID#586 : time : 7, Operation : delete, fitness : -1.0
ID#587 : time : 21369, Operation : delete, fitness : 0.64
ID#588 : time : 257, Operation : insert_before, fitness : -1.0
ID#589 : time : 259, Operation : delete, fitness : -1.0
ID#590 : time : 31, Operation : insert_after, fitness : -1.0
ID#591 : time : 283, Operation : replace, fitness : -1.0
ID#592 : time : 287, Operation : replace, fitness : 0.92
ID#593 : time : 154, Operation : replace, fitness : -1.0
ID#594 : time : 363, Operation : replace, fitness : 0.68
ID#595 : time : 155, Operation : replace, fitness : -1.0
ID#596 : time : 401, Operation : delete, fitness : 0.88
ID#597 : time : 160, Operation : insert_after, fitness : -1.0
ID#598 : time : 252, Operation : insert_before, fitness : -1.0
ID#599 : time : 8, Operation : delete, fitness : -1.0
ID#600 : time : 284, Operation : replace, fitness : -1.0
ID#601 : time : 8, Operation : delete, fitness : -1.0
ID#602 : time : 7, Operation : delete, fitness : -1.0
ID#603 : time : 32, Operation : replace, fitness : -1.0
ID#604 : time : 18363, Operation : delete, fitness : 0.64
ID#605 : time : 284, Operation : replace, fitness : -1.0
ID#606 : time : 257, Operation : insert_after, fitness : -1.0
ID#607 : time : 130, Operation : delete, fitness : -1.0
ID#608 : time : 31, Operation : insert_after, fitness : -1.0
ID#609 : time : 259, Operation : delete, fitness : -1.0
ID#610 : time : 130, Operation : delete, fitness : -1.0
ID#611 : time : 371, Operation : random-crossover, fitness : 0.96
ID#612 : time : 375, Operation : random-crossover, fitness : 0.92
ID#613 : time : 249, Operation : random-crossover, fitness : -1.0
ID#614 : time : 375, Operation : random-crossover, fitness : 0.84
ID#615 : time : 502, Operation : random-crossover, fitness : 0.88
ID#616 : time : 370, Operation : random-crossover, fitness : 0.92
ID#617 : time : 375, Operation : random-crossover, fitness : 0.92
ID#618 : time : 251, Operation : random-crossover, fitness : 0.92
ID#619 : time : 505, Operation : random-crossover, fitness : 0.76
ID#620 : time : 256, Operation : random-crossover, fitness : -1.0
ID#621 : time : 251, Operation : random-crossover, fitness : -1.0
ID#622 : time : 376, Operation : random-crossover, fitness : -1.0
ID#623 : time : 375, Operation : random-crossover, fitness : -1.0
ID#624 : time : 125, Operation : random-crossover, fitness : 1.0
### Failure Time Ratio ###
FTR:0.0320479798099(13562/423178)
failure variants:0.81891025641(511/624)
### Solution Time Ratio ###
the solution ID : 624
STR:0.00121698197921(515/423178)
