### OUTPUT ###
ID#1 : time : 27822, Operation : delete, fitness : 0.64
ID#494 : time : 421, Operation : delete, fitness : 0.88
ID#495 : time : 47, Operation : replace, fitness : -1.0
ID#496 : time : 365, Operation : delete, fitness : -1.0
ID#497 : time : 7, Operation : delete, fitness : -1.0
ID#498 : time : 12, Operation : delete, fitness : -1.0
ID#499 : time : 43, Operation : insert_before, fitness : -1.0
ID#500 : time : 427, Operation : delete, fitness : 0.88
ID#501 : time : 270, Operation : delete, fitness : -1.0
ID#502 : time : 246, Operation : delete, fitness : -1.0
ID#503 : time : 9, Operation : delete, fitness : -1.0
ID#504 : time : 45, Operation : insert_after, fitness : -1.0
ID#505 : time : 396, Operation : insert_before, fitness : -1.0
ID#506 : time : 450, Operation : replace, fitness : 0.0
ID#507 : time : 281, Operation : replace, fitness : 0.92
ID#508 : time : 224, Operation : insert_before, fitness : -1.0
ID#509 : time : 63, Operation : insert_after, fitness : -1.0
ID#510 : time : 411, Operation : replace, fitness : -1.0
ID#511 : time : 552, Operation : random-crossover, fitness : 0.92
ID#512 : time : 567, Operation : random-crossover, fitness : -1.0
ID#513 : time : 199, Operation : random-crossover, fitness : -1.0
ID#514 : time : 543, Operation : random-crossover, fitness : -1.0
ID#515 : time : 415, Operation : random-crossover, fitness : -1.0
ID#516 : time : 410, Operation : random-crossover, fitness : -1.0
ID#517 : time : 415, Operation : random-crossover, fitness : 0.92
ID#518 : time : 409, Operation : random-crossover, fitness : -1.0
ID#519 : time : 569, Operation : random-crossover, fitness : -1.0
ID#520 : time : 564, Operation : random-crossover, fitness : -1.0
ID#521 : time : 569, Operation : random-crossover, fitness : 0.92
ID#522 : time : 572, Operation : random-crossover, fitness : -1.0
ID#523 : time : 410, Operation : random-crossover, fitness : 0.88
ID#524 : time : 225, Operation : random-crossover, fitness : -1.0
ID#525 : time : 546, Operation : random-crossover, fitness : 0.92
ID#526 : time : 220, Operation : random-crossover, fitness : -1.0
ID#527 : time : 219, Operation : random-crossover, fitness : -1.0
ID#528 : time : 197, Operation : random-crossover, fitness : 0.88
ID#529 : time : 548, Operation : random-crossover, fitness : 0.88
ID#530 : time : 198, Operation : random-crossover, fitness : 0.88
ID#531 : time : 552, Operation : random-crossover, fitness : 0.92
ID#532 : time : 545, Operation : random-crossover, fitness : -1.0
ID#533 : time : 220, Operation : random-crossover, fitness : -1.0
ID#534 : time : 349, Operation : random-crossover, fitness : -1.0
ID#535 : time : 222, Operation : random-crossover, fitness : -1.0
ID#536 : time : 569, Operation : random-crossover, fitness : 0.92
ID#537 : time : 409, Operation : random-crossover, fitness : -1.0
ID#538 : time : 569, Operation : random-crossover, fitness : -1.0
ID#539 : time : 568, Operation : random-crossover, fitness : -1.0
ID#540 : time : 545, Operation : random-crossover, fitness : -1.0
ID#541 : time : 500, Operation : insert_before, fitness : -1.0
ID#542 : time : 485, Operation : delete, fitness : -1.0
ID#543 : time : 44, Operation : replace, fitness : -1.0
ID#544 : time : 797, Operation : delete, fitness : 0.8
ID#545 : time : 503, Operation : insert_before, fitness : -1.0
ID#546 : time : 69, Operation : insert_before, fitness : -1.0
ID#547 : time : 61, Operation : insert_after, fitness : -1.0
ID#548 : time : 51, Operation : insert_before, fitness : -1.0
ID#549 : time : 277, Operation : replace, fitness : -1.0
ID#550 : time : 602, Operation : replace, fitness : -1.0
ID#551 : time : 436, Operation : delete, fitness : 0.92
ID#552 : time : 54, Operation : replace, fitness : -1.0
ID#553 : time : 497, Operation : insert_before, fitness : -1.0
ID#554 : time : 278, Operation : insert_after, fitness : -1.0
ID#555 : time : 606, Operation : replace, fitness : -1.0
ID#556 : time : 603, Operation : insert_after, fitness : -1.0
ID#557 : time : 615, Operation : insert_after, fitness : -1.0
ID#558 : time : 439, Operation : delete, fitness : 0.88
ID#559 : time : 570, Operation : delete, fitness : -1.0
ID#560 : time : 501, Operation : insert_before, fitness : -1.0
ID#561 : time : 565, Operation : insert_before, fitness : -1.0
ID#562 : time : 611, Operation : replace, fitness : -1.0
ID#563 : time : 230, Operation : insert_after, fitness : -1.0
ID#564 : time : 490, Operation : replace, fitness : -1.0
ID#565 : time : 610, Operation : delete, fitness : -1.0
ID#566 : time : 282, Operation : insert_after, fitness : -1.0
ID#567 : time : 507, Operation : insert_before, fitness : -1.0
ID#568 : time : 623, Operation : insert_before, fitness : -1.0
ID#569 : time : 57, Operation : replace, fitness : -1.0
ID#570 : time : 283, Operation : replace, fitness : -1.0
ID#571 : time : 611, Operation : replace, fitness : -1.0
ID#572 : time : 496, Operation : insert_before, fitness : -1.0
ID#573 : time : 604, Operation : replace, fitness : -1.0
ID#574 : time : 501, Operation : replace, fitness : -1.0
ID#575 : time : 575, Operation : insert_before, fitness : -1.0
ID#576 : time : 76, Operation : insert_before, fitness : -1.0
ID#577 : time : 459, Operation : insert_after, fitness : -1.0
ID#578 : time : 11, Operation : insert_before, fitness : -1.0
ID#579 : time : 614, Operation : replace, fitness : -1.0
ID#580 : time : 616, Operation : replace, fitness : -1.0
ID#581 : time : 9396, Operation : delete, fitness : 0.88
ID#582 : time : 57, Operation : replace, fitness : -1.0
ID#583 : time : 237, Operation : delete, fitness : -1.0
ID#584 : time : 565, Operation : insert_before, fitness : -1.0
ID#585 : time : 619, Operation : delete, fitness : -1.0
ID#586 : time : 20, Operation : delete, fitness : -1.0
ID#587 : time : 21621, Operation : delete, fitness : 0.64
ID#588 : time : 563, Operation : insert_before, fitness : -1.0
ID#589 : time : 569, Operation : delete, fitness : -1.0
ID#590 : time : 51, Operation : insert_after, fitness : -1.0
ID#591 : time : 612, Operation : replace, fitness : -1.0
ID#592 : time : 430, Operation : replace, fitness : 0.92
ID#593 : time : 284, Operation : replace, fitness : -1.0
ID#594 : time : 691, Operation : replace, fitness : 0.68
ID#595 : time : 290, Operation : replace, fitness : -1.0
ID#596 : time : 701, Operation : delete, fitness : 0.88
ID#597 : time : 274, Operation : insert_after, fitness : -1.0
ID#598 : time : 455, Operation : insert_before, fitness : -1.0
ID#599 : time : 12, Operation : delete, fitness : -1.0
ID#600 : time : 617, Operation : replace, fitness : -1.0
ID#601 : time : 16, Operation : delete, fitness : -1.0
ID#602 : time : 16, Operation : delete, fitness : -1.0
ID#603 : time : 58, Operation : replace, fitness : -1.0
ID#604 : time : 18596, Operation : delete, fitness : 0.64
ID#605 : time : 601, Operation : replace, fitness : -1.0
ID#606 : time : 564, Operation : insert_after, fitness : -1.0
ID#607 : time : 233, Operation : delete, fitness : -1.0
ID#608 : time : 46, Operation : insert_after, fitness : -1.0
ID#609 : time : 568, Operation : delete, fitness : -1.0
ID#610 : time : 232, Operation : delete, fitness : -1.0
ID#611 : time : 668, Operation : random-crossover, fitness : 0.96
ID#612 : time : 782, Operation : random-crossover, fitness : 0.92
ID#613 : time : 446, Operation : random-crossover, fitness : -1.0
ID#614 : time : 782, Operation : random-crossover, fitness : 0.84
ID#615 : time : 1004, Operation : random-crossover, fitness : 0.88
ID#616 : time : 668, Operation : random-crossover, fitness : 0.92
ID#617 : time : 782, Operation : random-crossover, fitness : 0.92
ID#618 : time : 454, Operation : random-crossover, fitness : 0.92
ID#619 : time : 1122, Operation : random-crossover, fitness : 0.76
ID#620 : time : 570, Operation : random-crossover, fitness : -1.0
ID#621 : time : 456, Operation : random-crossover, fitness : -1.0
ID#622 : time : 787, Operation : random-crossover, fitness : -1.0
ID#623 : time : 785, Operation : random-crossover, fitness : -1.0
ID#624 : time : 228, Operation : random-crossover, fitness : 1.0
### Failure Time Ratio ###
FTR:0.0450644563842(19660/436264)
failure variants:0.81891025641(511/624)
### Solution Time Ratio ###
the solution ID : 624
STR:0.00220508682816(962/436264)
